Age,Working Class,Education,Marital Status,Occupation,Gender,Capital Gain,Capital Loss,Hour per Week,Salary
27,Entrepreneur,Senior High School,Married,Sales,Female,48496000.0,0.0,40.0,<=7jt
29,Non-Corporate Freelance,Bachelor,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
56,Corporate Freelance,Professional School,Married,Specialist,Male,1399986000.0,0.0,45.0,>7jt
24,Entrepreneur,Junior High School,Married,Farmer,Female,0.0,0.0,45.0,<=7jt
67,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,2.0,<=7jt
17,Other,Senior High School,Single,Other Services,Female,0.0,0.0,20.0,<=7jt
57,Entrepreneur,Junior High School,Widowed,Other Services,Female,0.0,0.0,40.0,<=7jt
20,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,30.0,<=7jt
30,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
21,Other,Senior High School,Single,Other Services,Female,0.0,0.0,30.0,<=7jt
44,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
54,Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,50.0,>7jt
67,Entrepreneur,Junior High School,Widowed,Other Services,Female,0.0,0.0,12.0,<=7jt
69,Entrepreneur,Associate Degree,Widowed,Sales,Female,0.0,0.0,25.0,<=7jt
41,Country Government,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,45.0,<=7jt
26,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Divorced,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
65,Entrepreneur,Senior High School,Widowed,Sales,Female,0.0,0.0,20.0,<=7jt
39,Corporate Freelance,Professional School,Married,Specialist,Male,0.0,0.0,31.0,>7jt
51,Entrepreneur,Senior High School,Married,Specialist,Female,0.0,0.0,50.0,>7jt
54,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,45.0,>7jt
29,Entrepreneur,Associate Degree,Single,Executive Manager,Female,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
69,Other,Associate Degree,Divorced,Other Services,Female,0.0,0.0,1.0,<=7jt
71,Other,Senior High School,Married,Other Services,Female,16422000.0,0.0,18.0,<=7jt
54,Local Government,Senior High School,Married,Security,Male,0.0,0.0,45.0,<=7jt
21,Entrepreneur,Junior High School,Single,Handicraft Refinement,Male,0.0,0.0,30.0,<=7jt
40,Entrepreneur,Bachelor,Married,Religious Leader,Male,0.0,0.0,60.0,>7jt
39,Non-Corporate Freelance,Doctoral,Divorced,Religious Leader,Male,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Associate Degree,Single,Sales,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,53.0,<=7jt
20,Entrepreneur,Associate Degree,Single,Other Services,Male,0.0,0.0,30.0,<=7jt
50,Entrepreneur,Bachelor,Married,Tech Support,Male,0.0,0.0,40.0,>7jt
28,Entrepreneur,Elementary School,Single,Other Services,Male,30464000.0,0.0,52.0,<=7jt
34,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,<=7jt
70,Non-Corporate Freelance,Senior High School,Married,Tech Support,Female,0.0,0.0,24.0,<=7jt
47,Entrepreneur,Master,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,60.0,<=7jt
56,Entrepreneur,Associate Degree,Married,Other Services,Male,0.0,0.0,50.0,<=7jt
26,Entrepreneur,Associate Degree,Married,Specialist,Female,0.0,0.0,40.0,>7jt
23,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
63,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Married,Driver,Male,107632000.0,0.0,40.0,>7jt
61,Entrepreneur,Junior High School,Divorced,Sales,Male,0.0,0.0,25.0,<=7jt
58,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,1399986000.0,0.0,40.0,>7jt
18,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
57,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,50.0,<=7jt
45,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,35.0,>7jt
55,Entrepreneur,Senior High School,Divorced,Sales,Female,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
29,Other,Senior High School,Separated,Other Services,Female,0.0,0.0,20.0,<=7jt
35,Entrepreneur,Bachelor,Single,Religious Leader,Male,0.0,0.0,55.0,<=7jt
20,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,>7jt
55,Entrepreneur,Bachelor,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Associate Degree,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
36,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,60.0,<=7jt
40,Entrepreneur,Bachelor,Married,Sales,Male,0.0,0.0,40.0,>7jt
35,Entrepreneur,Senior High School,Divorced,Cleaning Service,Female,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Associate Degree,Single,Driver,Female,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Married,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
20,Entrepreneur,Senior High School,Single,Specialist,Female,0.0,0.0,35.0,<=7jt
42,Entrepreneur,Bachelor,Married,Tech Support,Male,102172000.0,0.0,45.0,>7jt
28,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
33,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,70.0,<=7jt
41,Other,Senior High School,Single,Other Services,Female,47852000.0,0.0,40.0,<=7jt
34,Entrepreneur,Associate Degree,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,46.0,<=7jt
56,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
53,Country Government,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Bachelor,Married,Tech Support,Male,0.0,27678000.0,40.0,>7jt
62,Country Government,Bachelor,Divorced,Specialist,Male,197176000.0,0.0,40.0,>7jt
47,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Bachelor,Divorced,Sales,Male,0.0,22260000.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Divorced,Driver,Male,0.0,0.0,40.0,<=7jt
38,State Government,Senior High School,Divorced,Religious Leader,Female,0.0,19320000.0,50.0,<=7jt
32,Non-Corporate Freelance,Doctoral,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Associate Degree,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Elementary School,Single,Household Assistant,Female,0.0,0.0,40.0,<=7jt
58,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,60.0,<=7jt
18,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,32.0,<=7jt
24,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
17,Entrepreneur,Senior High School,Single,Farmer,Male,0.0,0.0,12.0,<=7jt
52,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,>7jt
33,Entrepreneur,Elementary School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
42,Country Government,Master,Divorced,Specialist,Female,0.0,0.0,38.0,<=7jt
19,Entrepreneur,Senior High School,Married,Sales,Male,52934000.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Separated,Driver,Female,0.0,0.0,30.0,<=7jt
31,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,26418000.0,50.0,>7jt
32,Country Government,Associate Degree,Married,Other Services,Male,0.0,0.0,35.0,<=7jt
18,Other,Senior High School,Single,Other Services,Female,0.0,0.0,25.0,<=7jt
35,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,>7jt
38,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,0.0,0.0,60.0,<=7jt
39,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Bachelor,Single,Machinery Supervisor,Male,0.0,0.0,65.0,<=7jt
34,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,45.0,>7jt
39,State Government,Professional School,Single,Specialist,Male,0.0,0.0,55.0,>7jt
21,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,21056000.0,40.0,<=7jt
32,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,50.0,<=7jt
47,State Government,Bachelor,Married,Executive Manager,Male,0.0,26418000.0,40.0,>7jt
65,Non-Corporate Freelance,Professional School,Divorced,Specialist,Male,0.0,23352000.0,40.0,<=7jt
20,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,25.0,<=7jt
31,Non-Corporate Freelance,Senior High School,Single,Sales,Male,0.0,0.0,40.0,<=7jt
50,Entrepreneur,Master,Divorced,Executive Manager,Male,0.0,0.0,62.0,>7jt
24,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
46,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
32,Entrepreneur,Bachelor,Married,Sales,Male,0.0,0.0,40.0,>7jt
48,Entrepreneur,Elementary School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Senior High School,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Associate Degree,Married,Cleaning Service,Female,0.0,0.0,30.0,<=7jt
35,Local Government,Associate Degree,Married,Tech Support,Male,0.0,0.0,40.0,<=7jt
61,Entrepreneur,Junior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
53,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,55.0,>7jt
48,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,75.0,<=7jt
44,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,>7jt
36,Entrepreneur,Senior High School,Married,Driver,Male,102172000.0,0.0,50.0,>7jt
41,Non-Corporate Freelance,Bachelor,Married,Farmer,Male,0.0,0.0,75.0,>7jt
22,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,50.0,<=7jt
63,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
20,Country Government,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
50,Country Government,Senior High School,Widowed,Tech Support,Female,0.0,0.0,40.0,<=7jt
50,Entrepreneur,Associate Degree,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Bachelor,Separated,Religious Leader,Female,0.0,0.0,35.0,<=7jt
64,Non-Corporate Freelance,Senior High School,Married,Driver,Male,0.0,0.0,50.0,<=7jt
32,Entrepreneur,Associate Degree,Single,Sales,Male,0.0,0.0,50.0,<=7jt
50,Entrepreneur,Senior High School,Married,Specialist,Male,0.0,0.0,84.0,<=7jt
43,Non-Corporate Freelance,Senior High School,Married,Sales,Male,0.0,0.0,45.0,<=7jt
33,Entrepreneur,Elementary School,Separated,Other Services,Female,0.0,0.0,40.0,<=7jt
39,Corporate Freelance,Master,Divorced,Executive Manager,Male,0.0,0.0,99.0,>7jt
28,Entrepreneur,Junior High School,Single,Driver,Male,95886000.0,0.0,35.0,<=7jt
65,Entrepreneur,Senior High School,Widowed,Handicraft Refinement,Male,0.0,0.0,55.0,<=7jt
41,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Single,Farmer,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,>7jt
50,Country Government,Bachelor,Married,Executive Manager,Male,0.0,0.0,38.0,>7jt
22,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,30870000.0,40.0,<=7jt
48,Entrepreneur,Bachelor,Married,Other Services,Female,0.0,26628000.0,40.0,>7jt
52,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
61,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,55.0,<=7jt
27,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,48.0,<=7jt
57,Corporate Freelance,Bachelor,Divorced,Specialist,Male,0.0,0.0,80.0,<=7jt
37,Entrepreneur,Bachelor,Separated,Executive Manager,Female,0.0,0.0,40.0,<=7jt
72,Other,Bachelor,Married,Other Services,Male,0.0,0.0,20.0,>7jt
51,Entrepreneur,Associate Degree,Married,Specialist,Female,0.0,0.0,40.0,>7jt
42,Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,30.0,<=7jt
24,Entrepreneur,Bachelor,Single,Religious Leader,Female,0.0,0.0,16.0,<=7jt
24,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,37.0,<=7jt
57,Non-Corporate Freelance,Senior High School,Widowed,Handicraft Refinement,Female,0.0,0.0,38.0,<=7jt
68,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,45.0,>7jt
31,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,102172000.0,0.0,40.0,>7jt
38,Local Government,Bachelor,Married,Specialist,Female,0.0,26418000.0,40.0,>7jt
39,Entrepreneur,Senior High School,Divorced,Cleaning Service,Female,0.0,0.0,40.0,<=7jt
26,Country Government,Master,Single,Specialist,Male,0.0,0.0,10.0,<=7jt
57,Entrepreneur,Senior High School,Married,Executive Manager,Female,0.0,0.0,40.0,<=7jt
48,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,0.0,0.0,48.0,<=7jt
38,Entrepreneur,Senior High School,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
36,Local Government,Senior High School,Divorced,Other Services,Female,0.0,0.0,30.0,<=7jt
31,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,35.0,<=7jt
50,Entrepreneur,Master,Married,Religious Leader,Female,0.0,0.0,40.0,>7jt
32,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
28,Corporate Freelance,Master,Married,Sales,Male,72492000.0,0.0,40.0,>7jt
33,Local Government,Senior High School,Married,Security,Male,0.0,0.0,40.0,<=7jt
50,Entrepreneur,Associate Degree,Divorced,Sales,Female,0.0,0.0,40.0,<=7jt
52,Local Government,Senior High School,Married,Religious Leader,Male,0.0,26418000.0,40.0,>7jt
37,Country Government,Associate Degree,Single,Specialist,Male,120596000.0,0.0,40.0,>7jt
36,Non-Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,45.0,<=7jt
62,Local Government,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
55,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,55.0,<=7jt
40,Country Government,Doctoral,Married,Specialist,Male,0.0,26418000.0,50.0,>7jt
34,Entrepreneur,Senior High School,Separated,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Bachelor,Separated,Other Services,Male,0.0,0.0,40.0,<=7jt
71,Non-Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,20.0,<=7jt
55,Entrepreneur,Senior High School,Married,Security,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,55.0,<=7jt
29,Entrepreneur,Bachelor,Married,Machinery Supervisor,Male,0.0,0.0,48.0,<=7jt
60,Local Government,Bachelor,Married,Specialist,Female,0.0,0.0,45.0,>7jt
30,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,65.0,>7jt
28,Entrepreneur,Senior High School,Single,Machinery Supervisor,Female,0.0,0.0,50.0,<=7jt
21,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
53,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
33,State Government,Senior High School,Single,Religious Leader,Female,0.0,0.0,30.0,<=7jt
24,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,30.0,<=7jt
40,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,45.0,<=7jt
34,Country Government,Doctoral,Married,Specialist,Female,0.0,0.0,50.0,>7jt
29,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,50.0,<=7jt
20,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,45.0,<=7jt
33,Local Government,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
53,Country Government,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
60,Country Government,Master,Married,Executive Manager,Female,43442000.0,0.0,40.0,>7jt
39,Entrepreneur,Master,Single,Executive Manager,Male,0.0,27636000.0,40.0,<=7jt
40,Non-Corporate Freelance,Bachelor,Single,Executive Manager,Male,0.0,0.0,50.0,<=7jt
52,Entrepreneur,Elementary School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
44,State Government,Bachelor,Married,Religious Leader,Male,0.0,0.0,43.0,<=7jt
37,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,102172000.0,0.0,40.0,>7jt
35,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,57414000.0,0.0,40.0,<=7jt
27,Entrepreneur,Bachelor,Single,Cleaning Service,Male,0.0,0.0,35.0,<=7jt
21,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,30.0,<=7jt
40,Entrepreneur,Bachelor,Married,Handicraft Refinement,Male,0.0,0.0,31.0,<=7jt
60,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
59,Entrepreneur,Associate Degree,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,50.0,<=7jt
23,Local Government,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Associate Degree,Single,Religious Leader,Male,0.0,0.0,45.0,<=7jt
56,Entrepreneur,Bachelor,Married,Religious Leader,Female,0.0,0.0,40.0,>7jt
36,Local Government,Senior High School,Married,Other Services,Female,0.0,0.0,35.0,<=7jt
52,Entrepreneur,Elementary School,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
51,Country Government,Master,Married,Specialist,Male,0.0,0.0,70.0,>7jt
53,Non-Corporate Freelance,Bachelor,Married,Executive Manager,Male,107632000.0,0.0,20.0,>7jt
54,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,45.0,>7jt
48,Local Government,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
53,Entrepreneur,Junior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,20.0,<=7jt
17,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,7.0,<=7jt
55,Entrepreneur,Bachelor,Married,Sales,Male,0.0,0.0,15.0,>7jt
27,Local Government,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,30.0,<=7jt
32,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Master,Divorced,Executive Manager,Male,0.0,0.0,42.0,<=7jt
44,State Government,Bachelor,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Bachelor,Married,Tech Support,Female,0.0,0.0,16.0,>7jt
23,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,30.0,<=7jt
37,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,50.0,>7jt
23,Entrepreneur,Senior High School,Single,Machinery Supervisor,Female,0.0,0.0,16.0,<=7jt
56,Entrepreneur,Junior High School,Married,Machinery Supervisor,Male,0.0,0.0,48.0,<=7jt
38,Other,Senior High School,Divorced,Other Services,Female,0.0,0.0,20.0,<=7jt
37,Entrepreneur,Bachelor,Married,Specialist,Female,0.0,0.0,16.0,>7jt
54,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
36,Local Government,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,31612000.0,42.0,>7jt
66,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
37,Entrepreneur,Senior High School,Separated,Other Services,Female,0.0,0.0,25.0,<=7jt
